CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
10001909,Customer_1909,566,Spain,Male,81,8,119948.6,2,1,0,178695.88,0
10001910,Customer_1910,410,Spain,Male,83,1,166445.79,2,1,0,133994.48,0
10001911,Customer_1911,776,France,Female,88,2,129113.23,2,1,0,29785.08,1
10001912,Customer_1912,453,Spain,Female,21,6,215420.73,2,1,1,177262.46,0
10001913,Customer_1913,391,France,Female,45,2,91890.46,1,1,0,74573.6,0
10001914,Customer_1914,374,Germany,Male,55,1,102429.4,2,1,0,68264.15,0
10001915,Customer_1915,388,Germany,Male,83,6,142870.63,2,1,1,100312.77,0
10001916,Customer_1916,640,France,Female,84,7,50680.68,1,1,1,41067.54,0
10001917,Customer_1917,480,Spain,Male,77,8,98374.52,1,1,0,182848.14,1
10001918,Customer_1918,847,France,Female,64,1,171541.87,2,1,0,93583.66,0
10001919,Customer_1919,578,Germany,Male,42,1,102952.18,3,0,0,78771.21,1
10001920,Customer_1920,457,Spain,Male,83,10,226654.13,2,1,0,34202.67,0
10001921,Customer_1921,521,Spain,Male,84,6,153825.13,1,1,1,160538.46,1
10001922,Customer_1922,784,France,Male,86,3,38441.94,1,0,1,190567.63,0
10001923,Customer_1923,827,France,Female,57,4,121861.09,1,1,1,173919.96,0
10001924,Customer_1924,451,Spain,Male,67,0,191194.69,2,1,0,32308.62,0
10001925,Customer_1925,703,France,Female,57,5,160836.29,2,1,1,150325.83,0
10001926,Customer_1926,361,France,Female,54,9,221315.89,2,0,0,40841.52,0
10001927,Customer_1927,624,France,Male,86,7,187495.72,2,0,0,7777.45,0
10001928,Customer_1928,450,France,Male,34,10,15403.44,1,0,1,96900.01,0
10001929,Customer_1929,393,Spain,Female,79,0,28128.16,1,1,0,134079.75,0
10001930,Customer_1930,792,France,Male,58,1,162437.17,2,1,0,24867.15,1
10001931,Customer_1931,654,Germany,Female,59,6,59601.99,2,0,0,121108.13,0
10001932,Customer_1932,794,France,Female,48,1,146958.73,1,0,1,168730.82,1
10001933,Customer_1933,366,France,Male,50,8,198054.4,1,1,0,41810.79,1
10001934,Customer_1934,679,France,Female,60,5,144232.9,2,1,0,85564.17,0
10001935,Customer_1935,406,France,Male,84,4,103872.14,2,1,0,99765.66,0
10001936,Customer_1936,660,France,Male,55,6,161567.58,1,0,0,166244.21,1
10001937,Customer_1937,846,Germany,Female,58,9,35904.86,1,1,1,154277.84,0
10001938,Customer_1938,652,France,Male,80,7,180802.0,2,1,1,153868.07,0
10001939,Customer_1939,361,France,Female,57,8,174256.28,1,0,0,135811.2,0
10001940,Customer_1940,667,France,Female,47,5,128600.84,4,0,1,123562.03,0
10001941,Customer_1941,429,France,Male,64,4,69703.37,1,0,0,101782.91,0
10001942,Customer_1942,565,Spain,Male,39,6,199390.95,2,0,0,73930.66,0
10001943,Customer_1943,688,Germany,Male,72,1,127637.58,2,1,0,102650.88,1
10001944,Customer_1944,613,France,Male,60,7,14794.23,1,1,0,170745.56,0
10001945,Customer_1945,828,France,Male,78,3,229653.14,1,0,1,114122.43,0
10001946,Customer_1946,498,Spain,Female,91,0,191929.11,2,1,0,197121.33,0
10001947,Customer_1947,430,France,Female,49,2,146201.29,1,1,1,28516.07,0
10001948,Customer_1948,564,Spain,Female,21,8,109206.38,1,1,1,88237.11,0
10001949,Customer_1949,834,France,Male,62,3,239974.92,1,0,0,40064.89,1
10001950,Customer_1950,723,Spain,Female,89,9,193755.14,1,1,0,73026.97,1
10001951,Customer_1951,813,Spain,Male,37,9,133748.27,2,1,0,157955.19,0
10001952,Customer_1952,547,Germany,Male,88,10,163288.47,2,0,0,164956.82,1
10001953,Customer_1953,549,France,Male,82,2,70187.6,1,1,1,6354.47,0
10001954,Customer_1954,374,France,Male,77,3,48928.99,2,1,1,190674.43,0
10001955,Customer_1955,815,France,Female,43,2,68329.89,1,1,1,174375.81,0
10001956,Customer_1956,438,France,Female,90,2,73284.02,1,1,0,180995.0,1
10001957,Customer_1957,617,France,Female,40,1,184934.61,1,1,0,75362.73,1
10001958,Customer_1958,492,France,Female,57,5,35015.26,2,1,1,99397.51,0
10001959,Customer_1959,408,Germany,Female,19,9,194396.8,2,1,1,33709.82,0
10001960,Customer_1960,759,Germany,Male,43,5,130848.83,1,1,1,79373.12,0
10001961,Customer_1961,838,France,Male,79,9,96143.28,1,1,0,25238.84,1
10001962,Customer_1962,714,France,Female,61,3,75099.03,2,0,0,172658.67,0
10001963,Customer_1963,375,Spain,Male,48,7,128300.15,2,1,1,116230.56,0
10001964,Customer_1964,396,France,Female,43,5,79379.62,2,0,0,27205.86,0
10001965,Customer_1965,637,Spain,Male,22,7,107363.0,1,0,0,175814.45,1
10001966,Customer_1966,615,France,Male,87,5,184753.82,2,0,1,16083.8,0
10001967,Customer_1967,365,France,Male,52,8,156499.63,2,1,0,185390.27,1
10001968,Customer_1968,548,France,Female,33,2,186995.59,2,1,0,21159.7,0
10001969,Customer_1969,750,France,Male,48,2,178243.42,1,1,0,143598.34,0
10001970,Customer_1970,756,Spain,Female,31,1,203768.12,1,1,1,129065.29,0
10001971,Customer_1971,631,Germany,Male,42,9,50422.49,2,1,0,156542.68,1
10001972,Customer_1972,818,France,Female,88,5,248780.75,2,1,1,112958.79,1
10001973,Customer_1973,435,Spain,Male,35,6,118942.61,1,1,0,69991.46,0
10001974,Customer_1974,599,France,Male,67,6,179558.23,1,1,1,54888.16,0
10001975,Customer_1975,740,Spain,Male,37,4,169437.54,1,1,1,189094.72,0
10001976,Customer_1976,619,Spain,Male,73,5,141537.52,1,1,1,88260.19,0
10001977,Customer_1977,684,France,Male,19,6,248954.05,1,1,1,168440.45,0
10001978,Customer_1978,466,France,Female,43,10,54328.96,1,1,0,144614.21,0
10001979,Customer_1979,356,France,Male,40,1,105432.22,1,0,0,131230.77,1
10001980,Customer_1980,486,Germany,Male,49,9,31932.64,1,0,1,194122.18,0
10001981,Customer_1981,720,Germany,Male,30,6,45458.87,2,1,1,113094.7,0
10001982,Customer_1982,525,Spain,Male,30,0,178241.02,1,0,1,146606.42,0
10001983,Customer_1983,677,Germany,Male,34,5,1210.67,2,1,0,169935.58,0
10001984,Customer_1984,847,France,Male,75,7,222455.16,1,0,0,9206.0,1
10001985,Customer_1985,664,France,Male,44,0,158296.12,1,1,1,199261.63,0
10001986,Customer_1986,564,Germany,Male,34,0,110226.26,2,1,0,52442.98,1
10001987,Customer_1987,826,France,Female,55,5,82840.28,2,1,0,140506.63,0
10001988,Customer_1988,431,Spain,Female,31,4,31568.51,2,0,0,190723.76,1
10001989,Customer_1989,572,France,Male,31,2,230390.65,1,0,0,152629.97,0
10001990,Customer_1990,827,France,Male,29,9,178080.58,2,1,0,45931.93,1
10001991,Customer_1991,721,France,Male,86,9,84098.25,1,1,1,72469.79,0
10001992,Customer_1992,772,Germany,Male,85,6,17734.04,2,1,1,82842.25,0
10001993,Customer_1993,832,France,Male,72,6,81420.71,1,0,1,117274.05,1
10001994,Customer_1994,751,Spain,Female,80,6,46158.57,2,1,1,120593.91,0
10001995,Customer_1995,792,France,Male,46,5,196568.33,2,1,1,157582.48,0
10001996,Customer_1996,839,Spain,Female,62,3,179899.67,2,0,0,171936.19,1
10001997,Customer_1997,452,Germany,Male,21,8,124540.16,3,0,1,17917.55,1
10001998,Customer_1998,622,France,Female,33,8,221460.28,2,1,1,54639.32,0
10001999,Customer_1999,363,Spain,Female,83,6,45170.17,2,1,0,68739.66,0
10002000,Customer_2000,508,France,Male,40,6,112991.4,2,0,1,2683.79,0
10002001,Customer_2001,501,France,Male,85,7,177655.08,1,1,1,83523.32,1
10002002,Customer_2002,832,France,Female,37,10,16950.59,1,1,0,71766.78,1
10002003,Customer_2003,457,Spain,Female,34,4,93169.34,2,1,1,105083.25,0
10002004,Customer_2004,537,Spain,Male,69,10,142916.2,3,1,1,20046.2,1
10002005,Customer_2005,650,Germany,Male,23,8,91700.88,2,1,0,82805.0,0
10002006,Customer_2006,447,Germany,Male,56,5,120049.75,1,1,0,119487.62,1
10002007,Customer_2007,480,Spain,Male,51,6,152029.59,2,1,1,160765.21,0
10002008,Customer_2008,642,France,Female,71,6,92097.65,1,1,1,153293.06,0
10002009,Customer_2009,520,Spain,Female,82,8,26503.59,1,1,0,80977.86,0
10002010,Customer_2010,773,France,Male,46,6,34861.12,1,1,1,77913.23,0
10002011,Customer_2011,823,Spain,Male,58,2,131750.99,1,0,1,7505.0,1
10002012,Customer_2012,532,Germany,Male,80,5,43685.01,1,1,0,16539.02,1
10002013,Customer_2013,820,Spain,Female,49,5,222458.42,2,1,1,174482.69,0
10002014,Customer_2014,713,Germany,Female,83,10,208546.42,2,0,1,161177.14,0
10002015,Customer_2015,388,France,Male,62,6,87258.02,1,0,1,4228.21,0
10002016,Customer_2016,364,Germany,Male,34,5,207746.79,1,1,0,176537.0,1
10002017,Customer_2017,725,France,Female,60,3,133296.96,2,1,1,122780.1,0
10002018,Customer_2018,846,Germany,Male,83,5,39762.73,3,0,1,160386.0,1
10002019,Customer_2019,353,Germany,Male,85,2,153552.96,2,1,0,100510.82,0
10002020,Customer_2020,698,Spain,Male,51,0,169862.78,1,0,1,30134.62,0
10002021,Customer_2021,819,Germany,Male,18,0,20972.89,1,1,0,71385.17,0
10002022,Customer_2022,758,France,Male,40,4,78613.27,1,1,0,90011.87,0
10002023,Customer_2023,746,France,Female,23,10,1346.0,1,0,0,150785.14,0
10002024,Customer_2024,559,Germany,Female,33,7,79107.2,2,1,0,162540.58,0
10002025,Customer_2025,510,France,Male,19,2,83861.33,1,1,1,148293.43,0
10002026,Customer_2026,365,France,Male,44,1,157552.16,2,1,0,95335.24,0
10002027,Customer_2027,842,Spain,Female,36,7,49760.82,2,1,1,132743.99,0
10002028,Customer_2028,775,Germany,Male,45,8,7522.75,1,1,1,59110.71,0
10002029,Customer_2029,457,Germany,Male,52,8,78908.63,2,1,1,197560.48,1
10002030,Customer_2030,731,France,Male,85,1,206404.89,2,1,1,33650.3,0
10002031,Customer_2031,799,Germany,Female,66,7,99786.3,2,0,1,144723.55,1
10002032,Customer_2032,660,France,Male,24,1,103773.44,2,1,1,30995.41,0
10002033,Customer_2033,576,Germany,Male,54,6,117256.89,1,1,1,56181.14,1
10002034,Customer_2034,519,France,Male,42,7,187947.21,2,0,0,149767.92,1
10002035,Customer_2035,383,Spain,Male,58,0,120006.22,1,0,1,145826.12,0
10002036,Customer_2036,763,France,Female,79,7,22820.69,1,0,0,24911.6,1
10002037,Customer_2037,600,France,Female,58,2,51599.95,2,0,1,135712.08,0
10002038,Customer_2038,596,Germany,Male,31,0,46974.34,1,1,0,40776.57,0
10002039,Customer_2039,618,Germany,Male,71,6,126965.83,1,0,1,194592.61,0
10002040,Customer_2040,490,France,Female,19,9,7482.37,1,1,1,120614.71,0
10002041,Customer_2041,623,Spain,Male,65,2,70904.15,1,0,0,706.85,0
10002042,Customer_2042,765,France,Female,68,7,151798.74,2,1,1,41699.62,0
10002043,Customer_2043,445,Spain,Male,72,8,88662.67,4,1,1,45929.57,0
10002044,Customer_2044,576,Spain,Male,29,1,176928.04,1,0,1,49427.9,0
10002045,Customer_2045,728,France,Female,86,0,97805.33,1,1,1,111423.49,0
10002046,Customer_2046,388,Spain,Male,18,7,244814.38,1,1,0,41130.08,1
10002047,Customer_2047,651,France,Male,76,9,241339.07,1,1,0,82564.88,1
10002048,Customer_2048,849,France,Female,90,5,199960.18,1,1,0,34674.09,0
10002049,Customer_2049,378,Spain,Female,51,9,238597.63,2,1,0,133384.15,1
10002050,Customer_2050,795,Germany,Female,63,0,51194.56,2,1,1,113746.08,1
10002051,Customer_2051,846,France,Female,76,2,187730.79,2,1,0,125743.7,1
10002052,Customer_2052,826,France,Male,83,8,80414.66,1,1,0,193482.03,1
10002053,Customer_2053,667,France,Male,36,8,181323.58,1,0,1,79867.0,1
10002054,Customer_2054,594,Spain,Male,45,5,93473.37,1,1,1,43103.15,0
10002055,Customer_2055,585,France,Female,57,2,72355.16,1,0,0,199754.19,0
10002056,Customer_2056,534,France,Male,74,7,239698.77,2,1,1,11625.37,0
10002057,Customer_2057,621,France,Male,68,5,52471.36,1,1,1,162071.96,0
10002058,Customer_2058,789,France,Female,39,0,189642.15,1,0,1,32444.54,0
10002059,Customer_2059,585,France,Male,85,5,168668.04,1,0,1,132960.73,1
10002060,Customer_2060,588,France,Male,25,4,75869.41,2,1,1,94765.04,0
10002061,Customer_2061,726,France,Male,77,7,114585.75,2,1,0,167806.88,1
10002062,Customer_2062,615,France,Male,82,1,35735.77,2,1,0,146221.18,1
10002063,Customer_2063,763,Spain,Male,53,6,230302.15,1,0,0,34476.28,1
10002064,Customer_2064,758,France,Male,88,5,242029.95,2,1,1,133052.68,0
10002065,Customer_2065,708,Spain,Male,46,0,183115.76,1,1,0,43426.81,0
10002066,Customer_2066,689,Spain,Male,82,7,212355.09,2,1,1,33863.22,0
10002067,Customer_2067,738,Spain,Male,73,5,20654.36,2,1,1,16833.28,0
10002068,Customer_2068,414,Spain,Male,21,2,95992.15,1,1,0,22740.96,1
10002069,Customer_2069,827,France,Male,89,4,82702.78,1,1,0,140778.73,0
10002070,Customer_2070,526,France,Male,67,6,141237.89,1,1,1,198424.41,0
10002071,Customer_2071,352,France,Male,56,8,45838.82,2,1,1,135162.03,0
10002072,Customer_2072,778,France,Female,52,3,140845.33,2,0,1,141696.64,0
10002073,Customer_2073,491,Germany,Female,42,1,163591.34,2,0,1,156544.35,1
10002074,Customer_2074,725,Germany,Male,61,2,33088.27,2,1,0,177803.49,1
10002075,Customer_2075,507,Spain,Male,64,6,32930.18,2,1,1,53554.0,0
10002076,Customer_2076,847,France,Male,57,7,8855.85,2,1,1,120913.49,1
10002077,Customer_2077,673,Spain,Female,48,4,190223.11,1,0,1,43336.0,0
10002078,Customer_2078,495,France,Female,86,2,82752.13,1,1,0,105132.72,1
10002079,Customer_2079,795,France,Male,91,0,56355.11,1,0,1,41742.41,1
10002080,Customer_2080,642,France,Female,60,9,194523.6,2,1,1,12811.36,0
10002081,Customer_2081,502,Spain,Female,72,0,35813.92,2,1,0,17666.94,1
10002082,Customer_2082,781,France,Male,33,10,106795.86,2,1,1,195260.74,0
10002083,Customer_2083,542,Spain,Male,85,1,186196.67,1,0,0,1214.55,0
10002084,Customer_2084,786,Spain,Male,86,4,143458.08,1,0,0,138036.41,0
10002085,Customer_2085,843,Spain,Male,59,2,138500.04,1,1,0,177462.75,0
10002086,Customer_2086,812,France,Male,58,6,39365.85,1,1,1,78747.41,0
10002087,Customer_2087,422,Spain,Female,67,1,45233.18,2,1,0,141626.18,1
10002088,Customer_2088,748,Spain,Male,23,1,145639.7,1,1,1,69784.62,1
10002089,Customer_2089,654,France,Male,70,2,5891.72,1,0,1,105798.15,0
10002090,Customer_2090,726,France,Female,34,0,217279.5,2,1,0,187140.48,0
10002091,Customer_2091,693,France,Male,74,1,87617.7,1,1,0,8477.55,0
10002092,Customer_2092,801,France,Male,84,4,104154.05,2,1,0,53443.05,1
10002093,Customer_2093,489,Germany,Male,33,2,64608.08,2,1,1,21207.55,0
10002094,Customer_2094,536,Spain,Male,69,10,219167.77,2,0,0,99190.63,1
10002095,Customer_2095,642,France,Male,51,9,160626.02,1,0,1,154098.61,0
10002096,Customer_2096,410,Germany,Female,37,5,112477.12,1,0,0,195320.2,0
10002097,Customer_2097,834,Spain,Male,73,1,146327.2,2,0,0,31098.91,1
10002098,Customer_2098,776,France,Female,68,7,95092.4,1,1,1,8796.66,1
10002099,Customer_2099,729,Spain,Male,70,3,116395.62,2,1,0,27679.26,0
10002100,Customer_2100,547,Germany,Female,66,2,89408.05,1,1,0,193750.85,0
10002101,Customer_2101,644,Germany,Female,21,4,102668.7,2,1,0,64033.27,1
10002102,Customer_2102,789,France,Female,35,7,78744.14,1,1,0,53442.56,0
10002103,Customer_2103,668,Germany,Male,53,8,19410.27,1,0,1,147016.36,0
10002104,Customer_2104,651,France,Female,52,0,9336.57,2,0,1,24144.75,0
10002105,Customer_2105,693,Spain,Female,47,3,43526.55,2,1,1,69822.18,0
10002106,Customer_2106,360,France,Female,80,5,62909.44,2,1,0,28971.73,0
10002107,Customer_2107,411,Spain,Male,38,5,222617.97,1,1,0,194864.38,1
10002108,Customer_2108,682,France,Male,69,8,152812.16,2,1,1,57032.4,1
10002109,Customer_2109,575,France,Male,86,0,239574.29,2,0,0,53847.09,0
10002110,Customer_2110,502,Germany,Male,58,4,84911.72,1,1,0,126884.58,0
10002111,Customer_2111,548,France,Female,71,9,100434.5,1,1,0,3334.08,1
10002112,Customer_2112,401,Spain,Female,47,0,179938.31,1,1,0,130711.34,0
10002113,Customer_2113,609,Spain,Male,73,5,144475.52,1,1,1,90777.0,1
10002114,Customer_2114,408,Spain,Male,58,8,131970.02,2,0,0,36835.98,0
10002115,Customer_2115,421,France,Male,31,3,143891.01,1,0,0,97274.25,0
10002116,Customer_2116,497,Germany,Male,38,9,146033.83,1,1,1,199797.66,0
10002117,Customer_2117,698,Germany,Male,42,9,191435.11,1,1,1,167762.97,0
10002118,Customer_2118,412,Spain,Female,67,8,167020.51,1,1,0,194833.11,0
10002119,Customer_2119,659,France,Male,70,2,239328.56,1,0,0,185213.08,1
10002120,Customer_2120,722,France,Female,65,10,236990.75,1,1,0,164084.99,1
10002121,Customer_2121,592,Germany,Male,87,6,105480.71,1,0,1,66956.21,0
10002122,Customer_2122,842,France,Female,65,4,8930.65,2,1,0,145990.2,0
10002123,Customer_2123,715,France,Male,21,9,2768.7,1,1,0,78314.3,0
10002124,Customer_2124,679,France,Male,41,0,30798.35,2,1,0,85911.61,0
10002125,Customer_2125,456,Spain,Male,48,6,18724.35,1,0,1,174679.81,0
10002126,Customer_2126,575,Spain,Male,46,7,93341.51,2,1,0,41045.38,0
10002127,Customer_2127,662,Germany,Male,22,5,13218.65,2,1,1,59326.61,0
10002128,Customer_2128,567,France,Female,84,0,156228.51,2,1,0,186100.79,1
10002129,Customer_2129,774,France,Male,70,8,47543.56,2,1,1,139922.19,0
10002130,Customer_2130,590,Spain,Male,81,6,128491.33,1,1,1,12990.05,1
10002131,Customer_2131,608,Spain,Female,52,5,25769.7,2,1,1,24332.27,1
10002132,Customer_2132,725,Spain,Male,29,3,206932.27,1,0,0,115914.27,0
10002133,Customer_2133,611,Spain,Male,64,2,194989.71,2,1,0,159753.21,0
10002134,Customer_2134,354,France,Female,72,3,96621.81,1,1,1,158563.64,0
10002135,Customer_2135,610,Spain,Male,86,0,227648.33,2,1,0,84991.53,0
10002136,Customer_2136,403,France,Female,55,8,46425.16,2,1,1,51710.02,0
10002137,Customer_2137,396,France,Female,46,1,203484.18,1,1,1,157543.94,0
10002138,Customer_2138,564,Germany,Female,29,1,136463.86,1,0,1,188814.24,0
10002139,Customer_2139,526,France,Female,36,2,82395.02,2,0,1,88832.26,0
10002140,Customer_2140,358,France,Male,26,0,21090.23,2,0,1,27464.76,0
10002141,Customer_2141,448,France,Male,46,9,42827.78,2,1,0,121950.16,0
10002142,Customer_2142,369,France,Female,20,2,215715.65,1,0,0,14337.21,0
10002143,Customer_2143,727,Spain,Male,47,3,151721.52,3,0,0,122304.39,0
10002144,Customer_2144,590,France,Female,75,8,59273.89,1,0,0,34598.26,1
10002145,Customer_2145,410,France,Female,70,4,123963.22,3,1,0,103201.14,0
10002146,Customer_2146,728,France,Female,21,10,26959.17,1,1,1,125102.96,0
10002147,Customer_2147,839,France,Male,74,5,24710.62,4,0,1,89351.22,1
10002148,Customer_2148,768,France,Male,71,0,226941.16,1,1,1,165461.27,0
10002149,Customer_2149,527,Germany,Male,45,2,114464.07,2,1,0,74948.65,0
10002150,Customer_2150,687,France,Male,33,6,90391.79,2,1,1,31015.85,0
10002151,Customer_2151,411,Spain,Female,30,6,237267.96,2,0,0,92786.83,1
10002152,Customer_2152,494,Spain,Female,89,9,99750.17,2,1,0,192708.17,1
10002153,Customer_2153,565,Germany,Female,73,0,84060.53,1,0,1,176037.76,0
10002154,Customer_2154,352,France,Male,70,8,68246.54,1,1,1,62224.24,0
10002155,Customer_2155,509,France,Male,65,0,141265.71,1,1,0,48549.35,0
10002156,Customer_2156,576,Spain,Male,42,6,139602.65,2,1,1,96663.32,0
10002157,Customer_2157,835,Germany,Male,83,1,4048.54,2,0,0,131035.39,0
10002158,Customer_2158,618,Spain,Male,47,8,163515.58,1,1,0,185344.69,0
10002159,Customer_2159,469,Spain,Male,20,8,197076.78,1,0,1,122669.49,0
10002160,Customer_2160,730,Spain,Male,40,8,153991.14,1,1,1,167225.09,0
10002161,Customer_2161,844,Spain,Male,46,3,217472.03,2,1,0,139218.03,0
10002162,Customer_2162,438,Germany,Female,58,5,69104.09,2,1,0,20314.49,0
10002163,Customer_2163,678,France,Male,28,1,47994.85,1,1,0,178358.3,0
10002164,Customer_2164,417,Spain,Female,38,2,174319.52,2,0,1,39916.29,0
10002165,Customer_2165,747,Germany,Male,41,5,47139.78,2,1,1,73336.37,0
10002166,Customer_2166,706,France,Male,82,0,22776.22,1,1,1,168054.1,1
10002167,Customer_2167,447,Germany,Male,18,6,24153.77,2,1,1,195842.81,0
10002168,Customer_2168,616,Germany,Female,71,1,192098.37,2,1,0,62129.94,0
10002169,Customer_2169,454,Spain,Male,89,7,7184.33,2,1,1,76651.35,0
10002170,Customer_2170,789,Germany,Male,51,4,72364.18,2,1,0,97128.39,0
10002171,Customer_2171,672,France,Female,85,6,32296.6,2,0,0,99603.85,1
10002172,Customer_2172,472,Spain,Male,46,7,188727.54,1,1,0,150077.73,1
10002173,Customer_2173,825,Spain,Male,20,2,125873.27,1,1,0,163425.76,0
10002174,Customer_2174,378,Germany,Male,28,5,51373.1,1,1,1,198207.27,0
10002175,Customer_2175,486,France,Male,25,8,187602.72,2,1,0,160847.9,0
10002176,Customer_2176,544,France,Female,79,3,187591.63,1,1,1,59963.99,0
10002177,Customer_2177,758,Germany,Female,50,9,130755.66,2,1,0,71637.19,1
10002178,Customer_2178,575,France,Male,25,6,68962.45,1,1,0,123615.77,0
10002179,Customer_2179,681,France,Male,42,0,146569.27,1,1,1,137331.04,0
10002180,Customer_2180,519,Germany,Female,43,6,233382.53,2,1,1,18002.4,0
10002181,Customer_2181,358,France,Male,43,8,12909.1,1,1,0,68742.87,0
10002182,Customer_2182,812,France,Female,34,9,66737.46,1,1,1,40542.12,0
10002183,Customer_2183,389,France,Male,46,7,71242.3,3,1,1,101575.32,0
10002184,Customer_2184,374,France,Female,60,3,157952.92,2,1,1,33748.67,0
10002185,Customer_2185,610,Spain,Female,90,2,162791.1,1,0,0,116152.9,0
10002186,Customer_2186,744,France,Female,22,6,51578.85,1,1,0,93465.16,0
10002187,Customer_2187,792,France,Male,67,0,54025.15,2,1,1,80791.32,1
10002188,Customer_2188,575,Germany,Female,73,7,232053.17,2,0,1,129794.44,1
10002189,Customer_2189,821,Spain,Male,80,0,189074.7,1,1,0,83270.75,1
10002190,Customer_2190,473,Germany,Female,74,6,233567.42,2,1,0,79859.58,0
10002191,Customer_2191,812,France,Male,62,5,207415.75,1,1,1,130228.19,0
10002192,Customer_2192,387,France,Female,54,9,100529.5,3,0,0,11467.63,1
10002193,Customer_2193,677,Spain,Male,89,7,30476.91,1,1,0,86502.72,0
10002194,Customer_2194,600,France,Male,53,5,157387.59,2,1,1,39088.96,0
10002195,Customer_2195,738,Germany,Female,50,4,87997.77,1,0,1,7725.16,0
10002196,Customer_2196,525,France,Male,23,8,106353.0,1,0,0,6947.16,1
10002197,Customer_2197,439,France,Female,88,3,106469.94,1,1,1,33533.29,1
10002198,Customer_2198,751,Spain,Female,62,6,234129.91,1,1,0,86794.46,1
10002199,Customer_2199,803,Germany,Female,24,5,17215.6,1,0,0,113344.47,1
10002200,Customer_2200,386,Germany,Female,82,9,48275.94,1,0,1,159182.1,0
10002201,Customer_2201,665,France,Male,41,5,151985.72,3,1,0,121542.76,0
10002202,Customer_2202,525,France,Male,62,10,220939.52,1,1,0,104016.41,1
10002203,Customer_2203,810,Germany,Male,78,4,229485.66,1,1,0,7283.92,0
10002204,Customer_2204,633,Germany,Male,36,1,139673.23,2,1,0,59587.65,1
10002205,Customer_2205,802,France,Male,49,3,8640.3,2,1,0,138457.55,1
10002206,Customer_2206,810,France,Female,47,0,90720.26,2,1,1,54110.92,0
10002207,Customer_2207,430,France,Male,82,8,229708.32,2,1,0,118872.44,0
10002208,Customer_2208,463,Spain,Male,49,8,124986.02,3,0,0,120784.57,0
10002209,Customer_2209,389,Spain,Female,74,7,181653.32,2,1,1,61033.2,0
10002210,Customer_2210,650,Spain,Male,37,3,67298.36,2,1,0,114323.66,0
10002211,Customer_2211,573,France,Male,47,4,6251.74,2,1,1,22804.44,0
10002212,Customer_2212,667,Spain,Male,76,0,144590.05,2,1,0,145397.26,1
10002213,Customer_2213,698,France,Female,79,3,208745.25,1,1,1,4516.29,0
10002214,Customer_2214,464,Germany,Female,84,3,247567.17,1,1,0,7075.61,1
10002215,Customer_2215,535,Spain,Female,48,4,211656.78,1,1,1,174053.1,0
10002216,Customer_2216,672,France,Male,83,1,138498.59,1,0,1,116062.06,1
10002217,Customer_2217,405,France,Female,71,1,152181.9,1,1,0,32592.04,0
10002218,Customer_2218,389,France,Female,27,1,206041.01,2,1,1,120332.02,0
10002219,Customer_2219,703,France,Male,55,10,4952.67,1,1,1,73976.52,0
10002220,Customer_2220,389,Germany,Male,48,7,237911.09,2,1,1,53981.6,0
10002221,Customer_2221,696,Germany,Female,46,1,132805.31,2,1,1,162267.02,0
10002222,Customer_2222,810,Spain,Male,42,5,238013.06,1,0,0,95467.47,1
10002223,Customer_2223,586,Germany,Female,49,1,191129.54,1,1,1,58702.39,1
10002224,Customer_2224,638,Germany,Male,34,7,38079.42,1,1,1,188739.52,0
10002225,Customer_2225,611,France,Male,62,0,41314.95,2,1,0,33014.23,0
10002226,Customer_2226,565,France,Male,66,1,88411.49,2,0,1,28410.97,0
10002227,Customer_2227,496,Spain,Male,35,4,65997.01,2,1,0,19470.7,0
10002228,Customer_2228,685,France,Male,69,5,109824.69,1,0,1,24896.5,0
10002229,Customer_2229,517,Germany,Female,37,8,150975.97,1,1,1,50565.26,0
10002230,Customer_2230,441,France,Female,79,5,109144.87,3,1,1,139704.14,0
10002231,Customer_2231,702,Germany,Female,30,7,14105.15,1,1,1,134375.17,1
10002232,Customer_2232,408,Germany,Female,60,6,243907.9,1,0,0,152694.94,1
10002233,Customer_2233,408,France,Male,38,0,106280.53,1,1,1,115118.87,0
10002234,Customer_2234,653,France,Female,23,1,212768.75,3,0,0,98527.73,0
10002235,Customer_2235,518,Germany,Male,88,3,18488.57,1,1,1,86383.05,0
10002236,Customer_2236,618,France,Male,70,0,202516.22,2,1,1,174930.07,0
10002237,Customer_2237,712,France,Male,69,7,43351.16,1,1,1,68708.22,0
10002238,Customer_2238,394,Germany,Male,86,3,169851.24,2,0,1,178305.55,0
10002239,Customer_2239,694,France,Male,26,6,165451.67,1,0,1,55115.91,0
10002240,Customer_2240,530,Spain,Male,91,6,227451.68,1,1,1,31473.14,0
10002241,Customer_2241,519,Germany,Male,63,7,80169.17,2,1,0,51036.7,1
10002242,Customer_2242,705,France,Female,88,8,27239.94,1,1,0,99810.72,0
10002243,Customer_2243,540,Germany,Male,47,8,216141.45,2,1,1,185178.35,0
10002244,Customer_2244,504,Germany,Male,60,6,82894.38,3,1,1,35470.97,1
10002245,Customer_2245,771,France,Female,76,8,58133.45,1,1,1,115984.95,0
10002246,Customer_2246,537,France,Male,55,4,121552.15,1,1,1,43552.84,0
10002247,Customer_2247,356,France,Female,51,9,36533.92,2,1,0,135532.58,0
